City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Description
387,Kerema,PG,-7.9631,145.7785,302.56,67,75,broken clouds
388,Kununurra,AU,-15.7667,128.7333,303.14,79,98,overcast clouds
389,Qingyuan,CN,23.7,113.0333,288.14,91,100,light rain
390,Laguna De Duero,ES,41.5815,-4.7233,282.81,82,0,clear sky
391,Methoni,GR,36.8197,21.7049,287.16,64,100,overcast clouds
392,Akdepe,TM,42.0551,59.3788,279.2,54,100,overcast clouds
393,San Vicente De Canete,PE,-13.0751,-76.3835,294.85,81,37,scattered clouds
394,Lethem,GY,3.3803,-59.7968,298.96,77,89,overcast clouds
395,Port Macquarie,AU,-31.4333,152.9167,295.09,94,100,light rain
396,Palatka,US,29.6486,-81.6376,294.13,38,0,clear sky
397,Hirara,JP,24.8,125.2833,293.07,94,75,broken clouds
398,Sydney,AU,-33.8679,151.2073,297.43,85,75,broken clouds
399,Mozarlandia,BR,-14.7447,-50.5706,296.4,78,76,broken clouds
400,Vila Velha,BR,-20.3297,-40.2925,299.23,88,0,clear sky
401,Auki,SB,-8.7676,160.7034,301.66,77,100,overcast clouds
402,Ixtapa,MX,20.7,-105.2,296.72,73,0,clear sky
403,Jinchang,CN,38.4953,102.1739,284.01,17,99,overcast clouds
404,Damietta,EG,31.4165,31.8133,286.84,72,0,clear sky
405,San Patricio,US,28.017,-97.5169,297.14,69,3,clear sky
406,Gao,ML,16.6362,1.637,298.73,7,7,clear sky
407,Airai,TL,-8.9266,125.4092,293.91,67,100,overcast clouds
408,Washington,US,47.5001,-120.5015,293.37,44,100,overcast clouds
409,Chardara,KZ,41.2547,67.9692,280.44,63,0,clear sky
410,Esso,RU,55.9333,158.7,270.43,94,100,snow
411,Lensk,RU,60.7253,114.9278,263.47,91,100,light snow
412,Svetlyy,RU,54.675,20.1347,279.18,87,58,broken clouds
413,Den Helder,NL,52.9599,4.7593,280.14,94,100,mist
414,Fuerte Olimpo,PY,-21.0415,-57.8738,296.67,53,6,clear sky
415,Alice Springs,AU,-23.7,133.8833,298.9,19,4,clear sky
416,Haines Junction,CA,60.7522,-137.5108,275.12,48,90,overcast clouds
417,Sept-Iles,CA,50.2001,-66.3821,273.39,96,100,overcast clouds
418,Hutchinson,US,38.0608,-97.9298,285.22,39,0,clear sky
419,Talakag,PH,8.2336,124.6003,296.68,76,73,broken clouds
420,Huanren,CN,41.2647,125.3667,279.54,27,0,clear sky
421,Geraldton,AU,-28.7667,114.6,297.38,78,75,broken clouds
422,Naze,JP,28.3667,129.4833,288.66,61,96,overcast clouds
423,Yerbogachen,RU,61.2767,108.0108,263.84,93,98,overcast clouds
424,Zhigansk,RU,66.7697,123.3711,261.91,94,100,overcast clouds
425,Zacualtipan,MX,20.65,-98.6,285.82,52,0,clear sky
426,Belyy Yar,RU,53.6039,91.3903,260.85,70,0,clear sky
427,Baker City,US,44.7749,-117.8344,290.99,40,0,clear sky
428,Kieta,PG,-6.2167,155.6333,302.79,70,34,light rain
429,Basco,PH,20.4487,121.9702,299.14,84,48,scattered clouds
430,Jasper,US,37.2001,-94.3502,285.18,35,20,few clouds
431,Bonthe,SL,7.5264,-12.505,299.72,80,100,overcast clouds
432,Inuvik,CA,68.3499,-133.7218,258.63,47,0,clear sky
433,Manitouwadge,CA,49.1215,-85.8403,259.45,75,100,overcast clouds
434,Sorochinsk,RU,52.4338,53.1583,270.12,94,79,broken clouds
435,Carutapera,BR,-1.195,-46.02,297.97,90,100,moderate rain
436,Mar Del Plata,AR,-38.0023,-57.5575,289.19,76,0,clear sky
437,Puerto Del Rosario,ES,28.5004,-13.8627,291.01,77,0,clear sky
438,Ust-Tsilma,RU,65.441,52.1498,260.09,95,100,overcast clouds
439,Amahai,ID,-3.3333,128.9167,300.05,78,100,heavy intensity rain
440,Saint-Ambroise,CA,48.5501,-71.3324,266.25,79,100,light snow
441,Hay River,CA,60.8156,-115.7999,257.14,72,75,broken clouds
442,Camargo,MX,27.6667,-105.1667,298.9,9,100,overcast clouds
443,Mackay,AU,-21.15,149.2,303.53,65,2,clear sky
444,Keetmanshoop,NA,-26.5833,18.1333,296.66,28,5,clear sky
445,Bure,ET,10.7,37.0667,289.59,37,5,clear sky
446,Chancay,PE,-11.5714,-77.2672,294.81,82,88,overcast clouds
447,Batticaloa,LK,7.7102,81.6924,298.96,84,4,clear sky
448,Madimba,TZ,-10.4,40.3333,297.4,89,50,scattered clouds
449,Takoradi,GH,4.8845,-1.7554,299.93,87,100,overcast clouds
450,Vanimo,PG,-2.6741,141.3028,302.56,68,100,overcast clouds
451,Soyo,AO,-6.1349,12.3689,299.89,91,100,overcast clouds
452,Mount Gambier,AU,-37.8333,140.7667,293.1,64,75,broken clouds
453,Roros,NO,62.5747,11.3842,275.06,75,75,broken clouds
454,Ambovombe,MG,-25.1667,46.0833,296.04,88,100,moderate rain
455,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,295.59,99,100,overcast clouds
456,Saint-Joseph,RE,-21.3667,55.6167,298.36,84,27,scattered clouds
457,Bardiyah,LY,31.7561,25.0865,287.09,65,7,clear sky
458,Yertsevo,RU,60.7966,40.086,261.42,97,100,overcast clouds
459,Hovd,MN,48.0056,91.6419,272.99,42,71,broken clouds
460,Ransang,PH,8.9603,117.5828,300.75,76,97,moderate rain
461,Tomatlan,MX,19.9333,-105.25,297.54,46,5,clear sky
462,Aktanysh,RU,55.7216,54.0829,268.57,94,23,few clouds
463,Mechetinskaya,RU,46.7713,40.456,271.54,60,15,few clouds
464,Heyang,CN,26.1011,107.473,284.51,74,0,clear sky
465,Tigil,RU,57.8,158.6667,271.74,73,100,overcast clouds
466,Noyon,FR,49.5833,3.0,280.51,86,0,clear sky
467,Terra Santa,BR,-2.1042,-56.4869,297.56,90,100,overcast clouds
468,Capitan Bado,PY,-23.2667,-55.5333,292.66,73,0,clear sky
469,Cockburn Town,TC,21.4612,-71.1419,297.98,67,35,scattered clouds
470,Srem,PL,52.0887,17.0151,280.29,78,6,clear sky
471,Santa Rosa,PH,14.3122,121.1114,304.31,68,58,broken clouds
472,Gat,IL,31.61,34.7642,284.16,87,0,clear sky
473,Palembang,ID,-2.9167,104.7458,298.2,94,20,haze
474,Lisakovsk,KZ,52.5369,62.4936,269.42,89,100,overcast clouds
475,Tinsukia,IN,27.5,95.3667,294.07,54,6,clear sky
476,Santa Rosalia,MX,27.3167,-112.2833,296.16,37,46,scattered clouds
477,Dudinka,RU,69.4058,86.1778,255.19,98,96,overcast clouds
478,Dunedin,NZ,-45.8742,170.5036,289.71,77,0,clear sky
479,Nizhniy Kuranakh,RU,58.8353,125.4869,269.06,85,100,overcast clouds
480,Srandakan,ID,-7.9386,110.2506,299.94,80,76,broken clouds
481,Egvekinot,RU,66.3167,-179.1667,258.44,85,9,clear sky
482,Luzilandia,BR,-3.4578,-42.3703,297.15,97,100,moderate rain
483,Kouroussa,GN,10.65,-9.8833,300.76,55,91,light rain
484,Itaituba,BR,-4.2761,-55.9836,297.0,98,100,overcast clouds
485,Uyuni,BO,-20.4597,-66.825,285.65,39,4,clear sky
486,Mitsamiouli,KM,-11.3847,43.2844,300.88,75,96,light rain
487,Boende,CD,-0.2167,20.8667,294.66,93,100,light rain
488,Saint-Georges,GD,12.0564,-61.7485,299.97,74,40,scattered clouds
489,Archidona,ES,37.0965,-4.3887,285.19,91,100,overcast clouds
490,Chiang Mai,TH,18.75,99.0,303.27,61,20,few clouds
491,Salekhard,RU,66.53,66.6019,265.18,95,100,snow
492,Broken Hill,AU,-31.95,141.4333,296.99,50,100,overcast clouds
493,Truro,GB,50.2653,-5.0544,283.75,81,85,overcast clouds
494,Alta Floresta,BR,-9.8756,-56.0861,295.93,94,100,overcast clouds
495,Barra Patuca,HN,15.8,-84.2833,297.43,81,13,few clouds
496,Cam Ranh,VN,11.9214,109.1591,300.13,74,0,clear sky
497,Wapakoneta,US,40.5678,-84.1936,271.57,60,0,clear sky
498,Pangnirtung,CA,66.1451,-65.7125,263.94,62,81,broken clouds
499,Okhotsk,RU,59.3833,143.3,262.77,69,0,clear sky
500,Virginia Beach,US,36.8529,-75.978,283.72,36,29,scattered clouds
501,Sarangani,PH,5.4033,125.4636,300.68,75,52,broken clouds
502,Shimoda,JP,34.6667,138.95,288.35,61,94,overcast clouds
503,Bama,NG,11.5221,13.6856,295.7,24,57,broken clouds
504,Sur,OM,22.5667,59.5289,299.22,43,0,clear sky
505,Nikolsk,RU,53.7189,46.0712,266.61,89,100,overcast clouds
506,Alofi,NU,-19.0595,-169.9187,302.09,79,92,overcast clouds
507,Cangzhou,CN,38.3167,116.8667,284.68,28,0,clear sky
508,Teguldet,RU,57.3064,88.1667,259.56,98,85,overcast clouds
509,Iqaluit,CA,63.7506,-68.5145,265.0,92,100,fog
510,Blackwater,AU,-23.5833,148.8833,300.7,48,0,clear sky
511,Dana Point,US,33.467,-117.6981,293.34,75,9,clear sky
512,Trenggalek,ID,-8.05,111.7167,300.59,78,100,overcast clouds
513,Muisne,EC,0.6,-80.0333,298.84,82,100,overcast clouds
514,Dzhebariki-Khaya,RU,62.2167,135.8,262.11,85,84,broken clouds
515,Pimampiro,EC,0.4,-77.9667,288.37,91,100,overcast clouds
516,Northam,GB,51.0333,-4.2167,282.25,89,1,clear sky
517,Eureka,US,40.8021,-124.1637,291.04,73,100,overcast clouds
518,Talavera De La Reina,ES,39.9635,-4.8308,283.04,71,100,overcast clouds
519,Aojiang,CN,22.9421,116.0359,288.41,80,100,light rain
520,Huaquechula,MX,18.7667,-98.55,300.45,21,5,clear sky
521,Lambarene,GA,-0.7001,10.2406,298.19,94,85,light rain
522,Itoman,JP,26.1247,127.6694,291.16,77,75,broken clouds
523,Lunglei,IN,22.8833,92.7333,290.4,93,99,overcast clouds
524,Menongue,AO,-14.6585,17.691,290.48,93,100,overcast clouds
525,Evanston,US,42.0411,-87.6901,273.44,60,0,clear sky
526,Acari,PE,-15.4311,-74.6158,295.98,75,11,few clouds
527,Bousso,TD,10.4795,16.7117,299.73,9,2,clear sky
528,Quelimane,MZ,-17.8786,36.8883,299.12,89,20,few clouds
529,Sabha,LY,27.0377,14.4283,290.68,10,2,clear sky
530,Pingliang,CN,35.5392,106.6861,279.76,64,98,overcast clouds
531,Malatya,TR,38.5,38.0,270.18,74,0,clear sky
532,Romitan,UZ,39.9343,64.3814,279.12,87,0,clear sky
533,Aygavan,AM,39.8733,44.6698,272.18,59,6,clear sky
534,Tura,IN,25.5198,90.2201,295.89,51,0,clear sky
535,Angoche,MZ,-16.2325,39.9086,298.31,85,100,overcast clouds
536,Cody,US,44.5263,-109.0565,292.27,19,0,clear sky
537,Sayansk,RU,54.1088,102.1648,260.4,94,84,broken clouds
538,Dong Hoi,VN,17.4833,106.6,294.3,85,100,overcast clouds
539,Doka,SD,13.5167,35.7667,299.04,36,3,clear sky
540,Kungurtug,RU,50.5994,97.5228,267.67,93,100,overcast clouds
541,La Libertad,EC,-2.2333,-80.9,298.77,81,100,overcast clouds
542,Talcahuano,CL,-36.7167,-73.1167,285.93,79,0,clear sky
543,El Salto,MX,20.3333,-104.5,292.92,28,0,clear sky
544,Wad Madani,SD,14.4012,33.5199,297.65,17,0,clear sky
545,Yar-Sale,RU,66.8333,70.8333,262.72,93,100,overcast clouds
546,Havoysund,NO,70.9963,24.6622,266.28,74,51,broken clouds
547,Ludvika,SE,60.1496,15.1878,281.26,59,100,overcast clouds
548,Praia Da Vitoria,PT,38.7333,-27.0667,288.57,94,75,broken clouds
549,Zhanaozen,KZ,43.3,52.8,276.83,94,3,clear sky
550,Blagoveshchenka,RU,52.8333,79.8667,266.69,97,98,light snow
551,Concarneau,FR,47.875,-3.9225,284.31,85,59,broken clouds
552,Necochea,AR,-38.5473,-58.7368,287.66,60,0,clear sky
553,Bombay,IN,19.0144,72.8479,300.14,89,40,haze
554,Katsuura,JP,35.1333,140.3,286.24,81,100,overcast clouds
555,Sakakah,SA,29.9697,40.2064,282.91,36,0,clear sky
556,Kawhia,NZ,-38.0651,174.8183,300.1,56,0,clear sky
557,La Rioja,ES,42.25,-2.5,278.03,71,96,overcast clouds
558,Xiamen,CN,24.4798,118.0819,287.18,88,75,broken clouds
559,Sao Joao Da Barra,BR,-21.6403,-41.0511,298.21,91,3,clear sky
560,Cervo,ES,43.6702,-7.4101,285.35,74,100,overcast clouds
561,Caibarien,CU,22.5206,-79.4669,294.77,57,0,clear sky
562,Ilo,PE,-17.6394,-71.3375,293.78,83,31,scattered clouds
563,Nhamunda,BR,-2.1861,-56.7131,297.63,91,100,overcast clouds
564,Hobyo,SO,5.3505,48.5268,299.35,66,70,broken clouds
565,Walvis Bay,NA,-22.9575,14.5053,290.42,89,14,few clouds
566,Miri,MY,4.4148,114.0089,297.23,88,20,few clouds
567,Atar,MR,20.5169,-13.0499,296.05,19,100,overcast clouds
568,Gamba,GA,-2.65,10.0,297.85,93,100,heavy intensity rain
569,Rudnogorsk,RU,57.2639,103.7519,262.6,85,100,overcast clouds
570,Ternate,ID,0.8,127.4,301.54,72,100,overcast clouds
571,Kudahuvadhoo,MV,2.6708,72.8944,300.68,67,85,overcast clouds
572,Grafton,US,42.207,-71.6856,276.74,61,0,clear sky
573,Tyrma,RU,50.0833,132.1667,270.92,74,83,broken clouds
574,Aswan,EG,24.0934,32.907,289.25,13,99,overcast clouds
575,Lufkin,US,31.3382,-94.7291,301.1,30,0,clear sky
576,Novobirilyussy,RU,56.9514,90.6661,259.44,96,64,broken clouds
577,Okato,NZ,-39.2,173.8833,293.66,60,0,clear sky
578,Mayumba,GA,-3.432,10.6554,299.21,88,98,light rain
579,Honghu,CN,29.8206,113.4621,288.43,76,0,clear sky
580,Sakaiminato,JP,35.55,133.2333,284.14,40,75,broken clouds
581,Tutoia,BR,-2.7619,-42.2744,298.54,90,76,heavy intensity rain
582,Gasa,PS,31.5,34.4667,285.45,85,0,clear sky
583,Dicabisagan,PH,17.0818,122.4157,302.64,64,57,broken clouds
584,Hualmay,PE,-11.0964,-77.6139,295.03,81,49,scattered clouds
585,La Ronge,CA,55.1001,-105.2842,267.27,73,100,overcast clouds
586,Bethanien,NA,-26.502,17.1583,296.5,33,0,clear sky
587,Bonavista,CA,48.6499,-53.1147,273.95,95,100,snow
588,Kassala,SD,15.451,36.4,295.11,57,4,clear sky
589,Turayf,SA,31.6725,38.6637,280.29,57,0,clear sky
590,Malpe,IN,13.35,74.7167,298.76,85,51,broken clouds
591,Puerto Rico,AR,-26.796,-55.024,290.41,84,0,clear sky
592,Honiara,SB,-9.4333,159.95,302.07,78,69,broken clouds
593,Port Hedland,AU,-20.3167,118.5667,303.18,66,97,overcast clouds
594,Taltal,CL,-25.4,-70.4833,293.41,68,0,clear sky
595,Altamira,BR,-3.2033,-52.2064,296.53,98,100,light rain
596,Gazli,UZ,40.1333,63.45,281.1,56,16,few clouds
597,Comodoro Rivadavia,AR,-45.8667,-67.5,290.07,34,0,dust
598,Kinablangan,PH,7.6947,126.5503,299.74,82,28,scattered clouds
599,Elko,US,41.0002,-115.5012,295.16,9,100,overcast clouds
600,Suez,EG,29.9737,32.5263,285.13,74,0,clear sky
601,Shingu,JP,33.7333,135.9833,287.88,54,100,overcast clouds
602,Kuito,AO,-12.3833,16.9333,289.07,99,100,moderate rain
603,Upata,VE,8.0086,-62.3989,296.61,78,99,overcast clouds
604,Otjiwarongo,NA,-20.4637,16.6477,290.27,40,10,clear sky
605,Barjora,IN,23.4333,87.2833,297.38,36,3,clear sky
606,Hasaki,JP,35.7333,140.8333,287.37,69,91,overcast clouds
607,Brewster,US,41.3973,-73.6171,275.48,72,100,overcast clouds
608,Riyadh,SA,24.6877,46.7219,287.23,28,0,clear sky
609,Guangyuan,CN,32.442,105.823,287.06,77,100,overcast clouds
610,Ucluelet,CA,48.9329,-125.5528,283.2,93,100,light rain
611,Fallon,US,39.4735,-118.7774,297.08,13,75,broken clouds
612,Pakenham,AU,-38.0667,145.4833,298.45,55,100,moderate rain
613,Champerico,GT,14.3,-91.9167,301.1,67,99,overcast clouds
614,Strezhevoy,RU,60.7333,77.5889,255.95,99,93,overcast clouds
615,Ayan,RU,56.45,138.1667,266.4,73,6,clear sky
616,Sindou,BF,10.6667,-5.1667,302.82,40,42,scattered clouds
617,Tagab,AF,34.855,69.6492,288.95,38,0,clear sky
618,Aloleng,PH,16.1307,119.7824,302.42,63,69,broken clouds
619,Prince Rupert,CA,54.3161,-130.3201,283.2,66,0,clear sky
620,Noshiro,JP,40.2039,140.0242,280.61,53,33,scattered clouds
621,Ende,ID,-8.8432,121.6623,302.0,68,73,broken clouds
622,Atascadero,US,35.4894,-120.6707,289.42,71,17,few clouds
623,Melchor De Mencos,GT,17.0686,-89.1522,294.5,89,95,overcast clouds
624,Khash,IR,28.2211,61.2158,288.03,23,0,clear sky
625,Arkhipo-Osipovka,RU,44.37,38.52,274.32,64,11,few clouds
626,Nanortalik,GL,60.1432,-45.2371,271.1,82,16,few clouds
627,Guanare,VE,9.0418,-69.7421,309.16,34,100,overcast clouds
628,Morant Bay,JM,17.8815,-76.4093,300.94,83,17,few clouds
629,Chhatarpur,IN,24.9,79.6,297.39,13,5,clear sky
630,Milkovo,RU,54.7167,158.6167,270.48,95,100,snow
631,Beloha,MG,-25.1667,45.05,295.63,86,100,overcast clouds
632,Abnub,EG,27.2696,31.1511,286.59,40,0,clear sky
633,Calama,CL,-22.4667,-68.9333,287.8,21,0,clear sky
634,Zeya,RU,53.75,127.2667,270.21,62,98,overcast clouds
635,Alexandria,EG,31.2156,29.9553,286.7,66,0,clear sky
636,Sumenep,ID,-7.0167,113.8667,299.33,82,100,overcast clouds
637,Swakopmund,NA,-22.6833,14.5333,290.36,90,27,scattered clouds
638,Kalmunai,LK,7.4167,81.8167,298.99,84,8,clear sky
639,Lakhnau,IN,26.85,80.9167,294.14,64,0,haze
640,Goksun,TR,38.021,36.4973,269.85,79,3,clear sky
641,Celestun,MX,20.8667,-90.4,297.04,66,0,clear sky
642,Igrim,RU,63.1906,64.4162,268.02,92,100,overcast clouds
643,Morris,US,40.8334,-74.5329,274.37,62,100,overcast clouds
644,Kovur,IN,14.4833,79.9833,297.23,80,8,clear sky
645,Marzuq,YE,14.4,46.4667,289.97,27,8,clear sky
646,Slavutych,UA,51.5196,30.7343,270.92,59,99,overcast clouds
647,Roebourne,AU,-20.7833,117.1333,301.21,67,100,overcast clouds
648,Balakliya,UA,49.4627,36.8595,271.06,53,16,few clouds
649,Santo Tomas,PH,14.1079,121.1414,304.02,58,82,broken clouds
650,Praia,CV,14.9215,-23.5087,294.45,73,20,few clouds
651,Chatham,GB,51.3789,0.5279,280.07,79,0,clear sky
652,Richards Bay,ZA,-28.783,32.0377,294.02,90,30,scattered clouds
653,Sambava,MG,-14.2667,50.1667,297.23,89,94,overcast clouds
654,Leh,IN,34.1667,77.5833,265.38,71,12,few clouds
655,Davila,PH,18.4726,120.5763,302.14,67,1,clear sky
656,Channel-Port Aux Basques,CA,47.5702,-59.1367,274.64,98,100,overcast clouds
657,Bismarck,US,46.8083,-100.7837,277.06,28,0,clear sky
658,Qandala,SO,11.472,49.8728,297.91,56,6,clear sky
659,Vao,NC,-22.6667,167.4833,298.18,66,7,clear sky
660,Rafaela,AR,-31.2503,-61.4867,293.71,69,1,clear sky
661,Dumai,ID,1.6833,101.45,300.49,84,15,few clouds
662,Kitui,KE,-1.367,38.0106,290.93,95,74,broken clouds
663,Safford,US,32.834,-109.7076,302.66,6,0,clear sky
664,Changli,CN,39.7042,119.1506,282.94,32,0,clear sky
665,Robertsport,LR,6.7533,-11.3686,299.71,87,48,scattered clouds
666,Atherton,GB,53.5237,-2.4935,286.05,77,100,overcast clouds
667,Bar,UA,49.0772,27.6826,272.6,57,78,broken clouds
668,Kamenka,RU,51.3223,42.7678,268.16,81,100,overcast clouds
669,Oistins,BB,13.0667,-59.5333,298.32,73,96,overcast clouds
670,Yeppoon,AU,-23.1333,150.7333,301.03,61,0,clear sky
671,Ponta Delgada,PT,37.7333,-25.6667,288.55,82,40,scattered clouds
672,Qasigiannguit,GL,68.8193,-51.1922,266.69,64,85,overcast clouds
673,Houma,US,29.5958,-90.7195,294.82,78,0,clear sky
674,Lima,PE,-12.0432,-77.0282,294.29,73,0,clear sky
675,Lasa,IT,46.6166,10.7002,278.72,68,1,clear sky
676,Montrose,US,38.4166,-108.2673,290.82,24,95,overcast clouds
677,Bintulu,MY,3.1667,113.0333,297.38,88,20,few clouds
678,Suntar,RU,62.1444,117.6319,264.2,95,100,overcast clouds
679,Mpulungu,ZM,-8.7623,31.1141,295.14,83,100,overcast clouds
680,Monywa,MM,22.1167,95.1333,301.39,40,92,overcast clouds
681,Middle Island,US,40.8843,-72.9373,277.18,57,100,overcast clouds
682,Fort Saint James,CA,54.4333,-124.25,277.2,73,100,overcast clouds
683,Aleksandrov Gay,RU,50.147,48.5704,268.68,90,100,overcast clouds
684,Makinsk,KZ,52.6292,70.4169,267.11,97,100,overcast clouds
685,Malyye Derbety,RU,47.9547,44.6808,271.92,69,100,overcast clouds
686,Moen,NO,69.1304,18.6123,269.19,63,40,scattered clouds
687,Santa Cruz De La Palma,ES,28.6835,-17.7642,291.23,68,20,few clouds
688,Pala,TD,9.3642,14.9046,298.37,12,12,few clouds
689,Southbridge,US,42.0751,-72.0334,275.66,69,66,broken clouds
690,Los Alamos,US,35.8881,-106.307,294.98,10,0,clear sky
691,Muzhi,RU,65.3667,64.6667,266.42,95,100,light snow
692,Tecoanapa,MX,16.5167,-98.75,299.38,62,100,overcast clouds
693,Grong,NO,64.4654,12.3149,273.95,96,100,snow
694,Katobu,ID,-4.9408,122.5276,301.32,75,100,overcast clouds
695,Santa Maria,BR,-29.6842,-53.8069,290.76,88,0,clear sky
696,Shubarshi,KZ,48.5872,57.1869,275.14,88,100,overcast clouds
697,Sorong,ID,-0.8833,131.25,300.36,82,68,broken clouds
698,Jerez,GT,14.1,-89.75,294.45,62,38,scattered clouds
